Citance Number: 1 | Reference Article: P98-1046.xml | Citing Article: A00-2034.xml | Citation Marker Offset: ['36','37'] | Citation Marker: Dang et al, 1998 | Citation Offset: ['36','37'] | Citation Text: <S sid ="36" ssid = "22">Levin&apos;s classification has been extended by other NLP researchers (Dorr and Jones, 1996; Dang et al., </S><S sid ="37" ssid = "23">1998).</S> | Reference Offset: ['3','67','91'] | Reference Text: <S sid="3" ssid="3">Current approaches to English classificaÃÂ­ tion, Levin classes and WordNet, have limitaÃÂ­ tions in their applicability that impede their utility as general classification schemes.</S> <S sid="67" ssid="21">Instead, in their use as split verbs, each verb manifests an extended sense that can be paraphrased as &quot;separate by V-ing,&quot; where &quot;V&quot; is the basic meaning of that verb (Levin, 1993).</S> <S sid="91" ssid="5">The critical point is that, while the verb&apos;s meaning can be extended to either &quot;attempted&quot; action or directed motion, these two extensions cannot co-occur - they are mutually exclusive.</S> | Discourse Facet: Method_Citation | Annotator: Ankita Patel

Citance Number: 5 | Reference Article: P98-1046.xml | Citing Article: C08-1002.xml | Citation Marker Offset: ['46'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['46'] | Citation Text: <S sid ="46" ssid = "4">VN is built on a refinement of the Levin classes, the intersective Levin classes (Dang et al., 1998), aimed at achieving more coherent classes both semantically and syntactically.</S> | Reference Offset: ['156','89','4'] | Reference Text: <S sid="4" ssid="4">We present a refinement of Levin classes, intersecÃÂ­ tive sets, which are a more fine-grained clasÃÂ­ sification and have more coherent sets of synÃÂ­ tactic frames and associated semantic compoÃÂ­ nents.</S> <S sid="89" ssid="3">Although the Levin classes that make up an intersective class may have conflicting alternaÃÂ­ tions {e.g., verbs of exerting force can take the conative alternation, while carry verbs cannot), this does not invalidate the semantic regularity of the intersective class.</S> <S sid="156" ssid="1">We have presented a refinement of Levin classes, intersective classes, and discussed the potential for mapping them to WordNet senses.</S> | Discourse Facet: Results_Citation | Annotator: Ankita Patel


Citance Number: 6 | Reference Article: P98-1046.xml | Citing Article: C10-1081.xml | Citation Marker Offset: ['164'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['163','164','165'] | Citation Text: <S sid ="163" ssid = "20">One way to alleviate this problem is to make features based on verb classes.</S><S sid ="164" ssid = "21">We first tried using the verb classes in VerbNet (Dang et al., 1998).</S><S sid ="165" ssid = "22">Unfortunately, VerbNet only covers about 34% of the verb tokens in our training corpus, and does not improve the systemÃáẁÃḃÂáṠĠÃḃÂáẁs performance.</S> | Reference Offset: ['45','172','113'] | Reference Text: <S sid="45" ssid="26">Does it indicate that more than one sense of the verb is involved, or is one sense primary, and the alternations for that class should take precedence over the alternations for the other classes in which the verb is listed?</S> <S sid="113" ssid="27">The fact that the split sense for these verbs does not appear explicitly in WordNet is not surprising since it is only an extended sense of the verbs, and separation is inferred only when the verb occurs with an appropriate adjunct, such as apart.</S> <S sid="172" ssid="17">In this experiment, we have tried to choose the Portuguese verb that is most closely related to the description of the English verb in the Levin class.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 7 | Reference Article: P98-1046.xml | Citing Article: E99-1007.xml | Citation Marker Offset: ['17'] | Citation Marker: Dang eta!., 1998 | Citation Offset: ['17'] | Citation Text: <S sid ="17" ssid = "4">Manual classificaÃÂÃÂ­ tion of large numbers of verbs is a difficult and resource intensive task (Levin, 1993; Miller et a!., 1990; Dang eta!., 1998).</S> | Reference Offset: ['160','65','126'] | Reference Text: <S sid="65" ssid="19">isolate semantic components Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> <S sid="126" ssid="40">The slide class partiÃÂ­ tions this roll/run intersection into verbs that can take the transitive alternation and verbs that cannot (drift and glide cannot be causative, because they are not typically externally conÃÂ­ trollable).</S> <S sid="160" ssid="5">This might be approxiÃÂ­ mated by automatically extracting the syntacÃÂ­ tic frames in which the verb occurs in corpus data, rather than manual analysis of each verb, as was done in this study.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 8 | Reference Article: P98-1046.xml | Citing Article: H01-1010.xml | Citation Marker Offset: ['25'] | Citation Marker: Dang, et al, 98 | Citation Offset: ['25'] | Citation Text: <S sid ="25" ssid = "12">This lexicon exploits the systematic link between syntax and semantics that motivates the Levin classes, and thus provides a clear and regular association between syntactic and semantic properties of verbs and verb classes, [Dang, et al, 98, 00, Kipper, et al. 00].</S> | Reference Offset: ['29','30','15'] | Reference Text: <S sid="15" ssid="15">We base these regular extensions on a fine-grained variation on Levin classes, interÃÂ­ sective Levin classes, as a source of semantic components associated with specific adjuncts.</S> <S sid="29" ssid="10">Levin classes are supposed to provide specific sets of syntactic frames that are associated with the individual classes.</S> <S sid="30" ssid="11">The sets of syntactic frames associated with a particular Levin class are not intended to be arbitrary, and they are supposed to reflect unÃÂ­ derlying semantic components that constrain alÃÂ­ lowable arguments.</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 9 | Reference Article: P98-1046.xml | Citing Article: J01-3003.xml | Citation Marker Offset: ['660'] | Citation Marker: 1998 | Citation Offset: ['660'] | Citation Text: <S sid ="660" ssid = "3">We think that many cases of ambiguÃÂÃÂ­ ous classification of the lexical entry for a verb can be addressed with the notion of intersective sets introduced by Dang et al.</S><S sid ="661" ssid = "4">(1998).</S> | Reference Offset: ['21','114','50'] | Reference Text: <S sid="21" ssid="2">WordNet is an onÃÂ­ line lexical database of English that currently contains approximately 120,000 sets of noun, verb, adjective, and adverb synonyms, each repÃÂ­ resenting a lexicalized concept.</S> <S sid="50" ssid="4">This filter alÃÂ­ lowed us to reject the potential intersective class that would have resulted from combining the reÃÂ­ move verbs with the scribble verbs, for example.</S> <S sid="114" ssid="28">However, apart can also be used with other classes of verbs, including many verbs of motion.</S> | Discourse Facet: Method_Citation | Annotator: Ankita Patel


Citance Number: 10 | Reference Article: P98-1046.xml | Citing Article: J04-1003.xml | Citation Marker Offset: ['59'] | Citation Marker: 1998 | Citation Offset: ['58','59'] | Citation Text: <S sid ="58" ssid = "58">Palmer (2000) and Dang et al.</S><S sid ="59" ssid = "59">(1998) argue that syntactic frames and verb classes are useful for developing principled classifications of verbs.</S> | Reference Offset: ['27','42','74'] | Reference Text: <S sid="27" ssid="8">The distribution of syntactic frames in which a verb can appear determines its class memberÃÂ­ ship.</S> <S sid="42" ssid="23">The association of sets of syntactic frames with individual verbs in each class is not as straightforward as one might suppose.</S> <S sid="74" ssid="28">Depending on the parÃÂ­ ticular syntactic frame in which they appear, members of this intersective class (pull, push, shove, tug, kick, draw, yank) * can be used to exemplify any one (or more) of the the compoÃÂ­ nent Levin classes.</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 11 | Reference Article: P98-1046.xml | Citing Article: J04-1003.xml | Citation Marker Offset: ['436'] | Citation Marker: Dang et al. 1998 | Citation Offset: ['436'] | Citation Text: <S sid ="436" ssid = "1">LevinÃáẁÃḃÂáṠĠÃḃÂáẁs (1993) seminal study on diathesis alternations and verb semantic classes has recently influenced work in dictionary creation (Dorr 1997; Dang et al. 1998; Dorr and Jones 1996)</S> | Reference Offset: ['165','28','108'] | Reference Text: <S sid="28" ssid="9">The fundamental assumption is that the syntactic frames are a direct reflection of the unÃÂ­ derlying semantics.</S> <S sid="108" ssid="22">Levin verb classes are based on an underlying latÃÂ­ tice of partial semantic descriptions, which are manifested indirectly in diathesis alternations.</S> <S sid="165" ssid="10">We will be using reÃÂ­ sources such as dictionaries and online corpora to investigate potential additional members of our classes.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 12 | Reference Article: P98-1046.xml | Citing Article: J05-1004.xml | Citation Marker Offset: ['68'] | Citation Marker: Dang et al. 1998 | Citation Offset: ['68'] | Citation Text: <S sid ="68" ssid = "20">In many cases, the additional information that VerbNet provides for each class has caused it to subdivide, or use intersections of, LevinÃáẁÃḃÂáṠĠÃḃÂáẁs original classes, adding an additional level to the hierarchy (Dang et al. 1998).</S> | Reference Offset: ['165','110','52'] | Reference Text: <S sid="52" ssid="6">On the other hand, the scribble verbs do form an intersective class with the perforÃÂ­ mance verbs, since paint and write are also in both classes, in addition to draw.</S> <S sid="110" ssid="24">However, other intersective classes, such as the split/push/carry class, are no more conÃÂ­ sistent with WordNet than the original Levin classes.</S> <S sid="165" ssid="10">We will be using reÃÂ­ sources such as dictionaries and online corpora to investigate potential additional members of our classes.</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 13 | Reference Article: P98-1046.xml | Citing Article: N01-1012.xml | Citation Marker Offset: ['208'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['208'] | Citation Text: <S sid ="208" ssid = "1">Besides the obvious influence of WordNet, this work is very much related to Palmer&amp;apos;s VerbNet project (Dang et al., 1998), and has benefited from (Levin, 1993) and (Pritchett, 1992).</S> | Reference Offset: ['66','39','137'] | Reference Text: <S sid="39" ssid="20">It is not clear how much WordNet synsets should be expected to overlap with Levin classes, and preliminary indications are that there is a wide discrepancy (Dorr and Jones, 1996), (Jones and Onyshkevych, 1997), (Dorr, 1997).</S> <S sid="66" ssid="20">The split verbs (cut, draw, kick, knock, push, rip, roll, shove, slip, split, etc.) do not obviously form a homogeneous semanÃÂ­ tic class.</S> <S sid="137" ssid="51">These subclasses correspond very well to the English subclasses created by the intersective class.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 14 | Reference Article: P98-1046.xml | Citing Article: N09-1057.xml | Citation Marker Offset: ['30'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['30'] | Citation Text: <S sid ="30" ssid = "11">participants ÃáẁÃḃÂáṠĠÃḃÂÂ causation, change of state, and others ÃáẁÃḃÂáṠĠÃḃÂÂ are central not only in theoretical work on lexical semantics, but in computational approaches to the lexicon, as well (e.g.</S><S sid ="31" ssid = "12">(Pustejovsky, 1991; Dorr, 1993; Wu and Palmer, 1994; Dang et al., 1998)).</S> | Reference Offset: ['112','36','70'] | Reference Text: <S sid="36" ssid="17">Where break is concerned, the only thing speciÃÂ­ fied is the resulting change of state where the object becomes separated into pieces.</S> <S sid="70" ssid="24">The adÃÂ­ junction of the apart adverb adds a change of state semantic component with respect to the object which is not present otherwise.</S> <S sid="112" ssid="26">In addition, only one verb (pull) has a WordNet sense corÃÂ­ responding to the change of state - separation semantic component associated with the split class.</S> | Discourse Facet: Implication_Citation | Annotator: Ankita Patel


Citance Number: 15 | Reference Article: P98-1046.xml | Citing Article: P03-1009.xml | Citation Marker Offset: ['6'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['5','6'] | Citation Text: <S sid ="5" ssid = "5">Classifications which aim to capture the close relation between the syntax and semantics of verbs have attracted a considerable research interest in both linguistics and computational linguistics (e.g.</S><S sid ="6" ssid = "6">(Jack- endoff, 1990; Levin, 1993; Pinker, 1989; Dang et al., 1998; Dorr, 1997; Merlo and Stevenson, 2001)).</S> | Reference Offset: ['173','129','172'] | Reference Text: <S sid="129" ssid="43">&quot;Meander Verbs&quot; Figure 3: Intersections between roll and run verbs of motion and meander verbs of existence 4 Cross-linguistic verb classes.</S> <S sid="172" ssid="17">In this experiment, we have tried to choose the Portuguese verb that is most closely related to the description of the English verb in the Levin class.</S> <S sid="173" ssid="18">We expect these cross-linguistic features to be useful for capturing translation generalizations between languages as discussed in the literaÃÂ­ ture (Palmer and Rosenzweig, 1996), (CopesÃÂ­ take and Sanfilippo, 1993), (Dorr, 1997).</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 16 | Reference Article: P98-1046.xml | Citing Article: P04-1046.xml | Citation Marker Offset: ['183'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['183'] | Citation Text: <S sid ="183" ssid = "2">In computational linguistics, the VerbNet project (Dang et al., 1998) and Framenet (www.icsi.berkeley.edu/ framen,a) (Fillmore et al., 2003) bear relation to this work.</S> | Reference Offset: ['175','12','173'] | Reference Text: <S sid="12" ssid="12">What constitutes a clear sepaÃÂ­ ration into senses for any one verb, and how can these senses be computationally characterized and distinguished?</S> <S sid="173" ssid="18">We expect these cross-linguistic features to be useful for capturing translation generalizations between languages as discussed in the literaÃÂ­ ture (Palmer and Rosenzweig, 1996), (CopesÃÂ­ take and Sanfilippo, 1993), (Dorr, 1997).</S> <S sid="175" ssid="20">TAGs have also been applied to PorÃÂ­ tuguese in previous work, resulting in a small Portuguese grammar (Kipper, 1994).</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 17 | Reference Article: P98-1046.xml | Citing Article: P06-1117.xml | Citation Marker Offset: ['21'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['21'] | Citation Text: <S sid ="21" ssid = "21">A very good candidate seems to be the Intersective Levin class (ILC) (Dang et al., 1998) that can be found as well in other predicate resources like PB and VerbNet (VN) (Kipper et al., 2000).</S> | Reference Offset: ['137','135','89'] | Reference Text: <S sid="89" ssid="3">Although the Levin classes that make up an intersective class may have conflicting alternaÃÂ­ tions {e.g., verbs of exerting force can take the conative alternation, while carry verbs cannot), this does not invalidate the semantic regularity of the intersective class.</S> <S sid="135" ssid="49">As in English, these verbs seem to take different alterÃÂ­ nations, and the ability of each to participate in an alternation is related to its semantic content.</S> <S sid="137" ssid="51">These subclasses correspond very well to the English subclasses created by the intersective class.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 18 | Reference Article: P98-1046.xml | Citing Article: P06-1117.xml | Citation Marker Offset: ['78'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['78'] | Citation Text: <S sid ="78" ssid = "19">This constraint of having the same semantic roles is further ensured inside the VN lexicon which is constructed based on a more refined version of the LevinÃáẁÃḃÂáṠĠÃḃÂáẁs classification, called Intersective Levin classes (ILCs) (Dang et al., 1998).</S> | Reference Offset: ['156','15','89'] | Reference Text: <S sid="15" ssid="15">We base these regular extensions on a fine-grained variation on Levin classes, interÃÂ­ sective Levin classes, as a source of semantic components associated with specific adjuncts.</S> <S sid="89" ssid="3">Although the Levin classes that make up an intersective class may have conflicting alternaÃÂ­ tions {e.g., verbs of exerting force can take the conative alternation, while carry verbs cannot), this does not invalidate the semantic regularity of the intersective class.</S> <S sid="156" ssid="1">We have presented a refinement of Levin classes, intersective classes, and discussed the potential for mapping them to WordNet senses.</S> | Discourse Facet: Method_Citation | Annotator: Ankita Patel


Citance Number: 19 | Reference Article: P98-1046.xml | Citing Article: P13-3009.xml | Citation Marker Offset: ['147','148'] | Citation Marker: Dang et. al, 1998 | Citation Offset: ['147','148','149'] | Citation Text: <S sid ="147" ssid = "10">For English verbs, the entire verb list (3750) enlisted by Levin (Levin, 1993) including extensions (Dang et.</S><S sid ="148" ssid = "11">al, 1998; Kipper et.</S><S sid ="149" ssid = "12">al, 2006; Korhonen and Briscoe, 2004) was classified according to the new classification.</S> | Reference Offset: ['62','114','128'] | Reference Text: <S sid="62" ssid="16">A verb was assigned membership in an intersective class if it was listed in each of the existing classes that were combined to form the new intersective class.</S> <S sid="114" ssid="28">However, apart can also be used with other classes of verbs, including many verbs of motion.</S> <S sid="128" ssid="42">These verbs are listed in the intersective classes with meander verbs of existence.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 20 | Reference Article: P98-1046.xml | Citing Article: P99-1051.xml | Citation Marker Offset: ['22'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['22'] | Citation Text: <S sid ="22" ssid = "22">Levin&apos;s study on diathesis alternations has influenced recent work on word sense disamÃÂÃÂ­ biguation (Dorr and Jones, 1996), machine translaÃÂÃÂ­ tion (Dang et al., 1998), and automatic lexical acÃÂÃÂ­ quisition (McCarthy and Korhonen, 1998; Schulte im Walde, 1998).</S> | Reference Offset: ['108','23','160'] | Reference Text: <S sid="23" ssid="4">Words and synsets are interrelated by means of lexical and semantic-conceptual links, respecÃÂ­ tively.</S> <S sid="108" ssid="22">Levin verb classes are based on an underlying latÃÂ­ tice of partial semantic descriptions, which are manifested indirectly in diathesis alternations.</S> <S sid="160" ssid="5">This might be approxiÃÂ­ mated by automatically extracting the syntacÃÂ­ tic frames in which the verb occurs in corpus data, rather than manual analysis of each verb, as was done in this study.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 21 | Reference Article: P98-1046.xml | Citing Article: W00-0202.xml | Citation Marker Offset: ['18'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['18'] | Citation Text: <S sid ="18" ssid = "4">We created a hierarchy of actions, exploiting the idea that verbs can be represented in a lattice that allows semantically similar verbs, such as motion verbs or verbs of contact, to be closely associatedwith each other under a common parent that cap tures the properties these verbs all share (Dang et al., 1998).</S> | Reference Offset: ['129','100','172'] | Reference Text: <S sid="100" ssid="14">The original intersective class (cut, hack, hew, saw) exhibits alternations of both parent classes, and has been augmented with chip, clip, slash, snip since these cut verbs also display the syntactic properties of split verbs.</S> <S sid="129" ssid="43">&quot;Meander Verbs&quot; Figure 3: Intersections between roll and run verbs of motion and meander verbs of existence 4 Cross-linguistic verb classes.</S> <S sid="172" ssid="17">In this experiment, we have tried to choose the Portuguese verb that is most closely related to the description of the English verb in the Levin class.</S> | Discourse Facet: Implication_Citation | Annotator: Ankita Patel


Citance Number: 22 | Reference Article: P98-1046.xml | Citing Article: W02-1108.xml | Citation Marker Offset: ['18'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['18'] | Citation Text: <S sid ="18" ssid = "18">Manual classification of verbs to semanticclasses yields accurate results but is time con suming (Levin, 1993; Dang et al., 1998).</S> | Reference Offset: ['110','160','3'] | Reference Text: <S sid="3" ssid="3">Current approaches to English classificaÃÂ­ tion, Levin classes and WordNet, have limitaÃÂ­ tions in their applicability that impede their utility as general classification schemes.</S> <S sid="110" ssid="24">However, other intersective classes, such as the split/push/carry class, are no more conÃÂ­ sistent with WordNet than the original Levin classes.</S> <S sid="160" ssid="5">This might be approxiÃÂ­ mated by automatically extracting the syntacÃÂ­ tic frames in which the verb occurs in corpus data, rather than manual analysis of each verb, as was done in this study.</S> | Discourse Facet: Method_Citation | Annotator: Ankita Patel


Citance Number: 23 | Reference Article: P98-1046.xml | Citing Article: W02-1108.xml | Citation Marker Offset: ['49'] | Citation Marker: 1998 | Citation Offset: ['48','49'] | Citation Text: <S sid ="48" ssid = "8">Dang et al.</S><S sid ="49" ssid = "9">(1998), for example, have refined the current classification by creating intersective classes for those verbs which share membership of more than one Levin class.</S> | Reference Offset: ['156','62','50'] | Reference Text: <S sid="50" ssid="4">This filter alÃÂ­ lowed us to reject the potential intersective class that would have resulted from combining the reÃÂ­ move verbs with the scribble verbs, for example.</S> <S sid="62" ssid="16">A verb was assigned membership in an intersective class if it was listed in each of the existing classes that were combined to form the new intersective class.</S> <S sid="156" ssid="1">We have presented a refinement of Levin classes, intersective classes, and discussed the potential for mapping them to WordNet senses.</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 24 | Reference Article: P98-1046.xml | Citing Article: W03-0910.xml | Citation Marker Offset: ['8'] | Citation Marker: Dang et al 1998 | Citation Offset: ['8'] | Citation Text: <S sid ="8" ssid = "4">This reorganization which was facilitated by the use of inter- sective Levin classes (Dang et al 1998) refined the classes to account for semantic and syntactic differences within a class</S> | Reference Offset: ['15','156','71'] | Reference Text: <S sid="15" ssid="15">We base these regular extensions on a fine-grained variation on Levin classes, interÃÂ­ sective Levin classes, as a source of semantic components associated with specific adjuncts.</S> <S sid="71" ssid="25">These fringe split verbs appear in several other interÃÂ­ sective classes that highlight the force aspect of their meaning.</S> <S sid="156" ssid="1">We have presented a refinement of Levin classes, intersective classes, and discussed the potential for mapping them to WordNet senses.</S> | Discourse Facet: Method_Citation | Annotator: Ankita Patel


Citance Number: 25 | Reference Article: P98-1046.xml | Citing Article: W04-2606.xml | Citation Marker Offset: ['7'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['7'] | Citation Text: <S sid ="7" ssid = "7">Lexical-semantic classes which aim to capture the close relationship between the syntax and semantics of verbs have attracted considerable interest in both linguistics and computational linguistics (e.g.</S><S sid ="8" ssid = "8">(Pinker, 1989; Jackendoff, 1990; Levin, 1993; Dorr, 1997; Dang et al., 1998; Merlo and Stevenson, 2001)).</S> | Reference Offset: ['173','129','132'] | Reference Text: <S sid="129" ssid="43">&quot;Meander Verbs&quot; Figure 3: Intersections between roll and run verbs of motion and meander verbs of existence 4 Cross-linguistic verb classes.</S> <S sid="132" ssid="46">However, there are some interesting differences in which sense extensions are allowed.</S> <S sid="173" ssid="18">We expect these cross-linguistic features to be useful for capturing translation generalizations between languages as discussed in the literaÃÂ­ ture (Palmer and Rosenzweig, 1996), (CopesÃÂ­ take and Sanfilippo, 1993), (Dorr, 1997).</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 26 | Reference Article: P98-1046.xml | Citing Article: W06-2611.xml | Citation Marker Offset: ['21'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['21'] | Citation Text: <S sid ="21" ssid = "21">A very good candidate seems to be the Intersective Levin classes (Dang et al., 1998) that can be found as well in other predicate resources like PropBank and VerbNet (Kipper et al., 2000).</S> | Reference Offset: ['137','135','89'] | Reference Text: <S sid="89" ssid="3">Although the Levin classes that make up an intersective class may have conflicting alternaÃÂ­ tions {e.g., verbs of exerting force can take the conative alternation, while carry verbs cannot), this does not invalidate the semantic regularity of the intersective class.</S> <S sid="135" ssid="49">As in English, these verbs seem to take different alterÃÂ­ nations, and the ability of each to participate in an alternation is related to its semantic content.</S> <S sid="137" ssid="51">These subclasses correspond very well to the English subclasses created by the intersective class.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


Citance Number: 27 | Reference Article: P98-1046.xml | Citing Article: W06-2611.xml | Citation Marker Offset: ['83'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['83'] | Citation Text: <S sid ="83" ssid = "19">This constraint of having the same semantic roles is further ensured inside the VerbNet lexi con that is constructed based on a more refined version of the Levin classification called Inter- sective Levin classes (Dang et al., 1998).</S> | Reference Offset: ['15','110','156'] | Reference Text: <S sid="15" ssid="15">We base these regular extensions on a fine-grained variation on Levin classes, interÃÂ­ sective Levin classes, as a source of semantic components associated with specific adjuncts.</S> <S sid="110" ssid="24">However, other intersective classes, such as the split/push/carry class, are no more conÃÂ­ sistent with WordNet than the original Levin classes.</S> <S sid="156" ssid="1">We have presented a refinement of Levin classes, intersective classes, and discussed the potential for mapping them to WordNet senses.</S> | Discourse Facet: Hypothesis_Citation | Annotator: Ankita Patel


Citance Number: 28 | Reference Article: P98-1046.xml | Citing Article: W11-0910.xml | Citation Marker Offset: ['59'] | Citation Marker: Dang et al., 1998 | Citation Offset: ['59'] | Citation Text: <S sid ="59" ssid = "32">Complicating the issue is the phenomenon of regular sense extensions (Dang et al., 1998), where what once may have been coercion has become entrenched and is now seen as a different sense of the verb.</S> | Reference Offset: ['132','162','45'] | Reference Text: <S sid="45" ssid="26">Does it indicate that more than one sense of the verb is involved, or is one sense primary, and the alternations for that class should take precedence over the alternations for the other classes in which the verb is listed?</S> <S sid="132" ssid="46">However, there are some interesting differences in which sense extensions are allowed.</S> <S sid="162" ssid="7">Most of these verbs take the same alternations as in English and, by virtue of these alternations, achieve the same regular sense extensions.</S> | Discourse Facet: Aim_Citation | Annotator: Ankita Patel


