Citance Number,Citation Marker,Citation Marker Offset,Citation Offset,Citation Text,Citing Article,Discourse Facet,Reference Article,Reference Offset,Reference Text,Reference Text Clean,fileName
11,2011,0,0,"With the help of the respective original authors, the language model implementations by Heafield (2011) and Pauls and Klein (2011) have been integrated with Joshua, dropping support for the slower and more difficult to compile SRILM toolkit (Stolcke, 2002)",W12-3134,Results_Citation,W11-2123,'210',"<S sid=""210"" ssid=""29"">In fact, we found that enabling IRSTLM&#8217;s cache made it slightly slower, so results in Table 1 use IRSTLM without caching.</S>","<S sid=""210"" ssid=""29"">In fact, we found that enabling IRSTLM&#8217;s cache made it slightly slower, so results in Table 1 use IRSTLM without caching.</S>",W11-2123.csv
12,"Heafield, 2011",0,0,"This was used to create a KenLM (Heafield, 2011)",W12-3160,Method_Citation,W11-2123,'226',"<S sid=""226"" ssid=""45"">It did 402 queries/ms using 1.80 GB. cMemory use increased during scoring due to batch processing (MIT) or caching (Rand).</S>","<S sid=""226"" ssid=""45"">It did 402 queries/ms using 1.80 GB. cMemory use increased during scoring due to batch processing (MIT) or caching (Rand).</S>",W11-2123.csv
13,"Heafield, 2011",0,0,"In the Opinum system we query the M p, M n mod els with the KenLM (Heafield, 2011) open-source library because it answers the queries very quickly and has a short loading time, which is suitable fora web application",W12-3706,Results_Citation,W11-2123,'174',"<S sid=""174"" ssid=""46"">However, lazy mapping is generally slow because queries against uncached pages must wait for the disk.</S>","<S sid=""174"" ssid=""46"">However, lazy mapping is generally slow because queries against uncached pages must wait for the disk.</S>",W11-2123.csv
14,"Heafield, 2011",0,0,"Our base line is a factored phrase based SMT system that uses the Moses toolkit (Koehn et al, 2007) for translation model training and decoding, GIZA++ (Ochand Ney, 2003) for word alignment, SRILM (Stolcke, 2002) an KenLM (Heafield, 2011) for language modelling and minimum error rate training (Och, 2003) to tune model feature weights",W11-2147,Method_Citation,W11-2123,'222',"<S sid=""222"" ssid=""41"">Since our destructor is an efficient call to munmap, bypassing the destructor favors only other packages.</S>","<S sid=""222"" ssid=""41"">Since our destructor is an efficient call to munmap, bypassing the destructor favors only other packages.</S>",W11-2123.csv
15,"Heafield, 2011",0,0,"For language modeling, we computed 5-gram models using IRSTLM7 (Federico et al., 2008) and queried the model with KenLM (Heafield, 2011)",E12-1083,Method_Citation,W11-2123,'216',"<S sid=""216"" ssid=""35"">Though we are not able to calculate their memory usage on our model, results reported in their paper suggest lower memory consumption than TRIE on large-scale models, at the expense of CPU time.</S>","<S sid=""216"" ssid=""35"">Though we are not able to calculate their memory usage on our model, results reported in their paper suggest lower memory consumption than TRIE on large-scale models, at the expense of CPU time.</S>",W11-2123.csv
16,"Heafield, 2011",0,0,"Furthermore, the extraction of grammars for training is done in a leave-one-out fashion (Zollmann and Sima ?an,2005) where rules are extracted for a parallel sentence pair only if the same rules are found in other sentences of the corpus as well.3-gram (news-commentary) and 5-gram (Europarl) language models are trained on the data described in Table 1, using the SRILM toolkit (Stolcke, 2002) and binarized for efficient querying using kenlm (Heafield, 2011)",P12-1002,Method_Citation,W11-2123,'237',"<S sid=""237"" ssid=""56"">Moses keeps language models and many other resources in static variables, so these are still resident in memory.</S>","<S sid=""237"" ssid=""56"">Moses keeps language models and many other resources in static variables, so these are still resident in memory.</S>",W11-2123.csv
17,"Heafield, 2011",0,0,"n-gram language model scores implemented with the KenLM toolkit (Heafield, 2011), 3",D12-1108,Results_Citation,W11-2123,'47',"<S sid=""47"" ssid=""25"">For 2 &lt; n &lt; N, we use a hash table mapping from the n-gram to the probability and backoff3.</S>","<S sid=""47"" ssid=""25"">For 2 &lt; n &lt; N, we use a hash table mapping from the n-gram to the probability and backoff3.</S>",W11-2123.csv
18,"Heafield, 2011",0,0,"Research efforts to increase search efficiency for phrase-based MT (Koehn et al, 2003) have explored several directions, ranging from generalizing the stack decoding algorithm (Ortiz et al, 2006) to additional early pruning techniques (Delaney et al, 2006), (Moore and Quirk, 2007) and more efficient language model (LM) querying (Heafield, 2011)",P12-2006,Results_Citation,W11-2123,'73',"<S sid=""73"" ssid=""51"">Therefore, for n-gram wn1 , all leftward extensions wn0 are an adjacent block in the n + 1-gram array.</S>","<S sid=""73"" ssid=""51"">Therefore, for n-gram wn1 , all leftward extensions wn0 are an adjacent block in the n + 1-gram array.</S>",W11-2123.csv
19,"Heafield, 2011",0,0,"For English language modeling, we use English Giga word Corpus with 5-gram LM using the KenLM toolkit (Heafield, 2011)",P13-2073,Method_Citation,W11-2123,'156',"<S sid=""156"" ssid=""28"">As noted in Section 1, our code finds the longest matching entry wnf for query p(wn|s(wn&#8722;1 f ) The probability p(wn|wn&#8722;1 f ) is stored with wnf and the backoffs are immediately accessible in the provided state s(wn&#8722;1 When our code walks the data structure to find wnf , it visits wnn, wnn&#8722;1, ... , wnf .</S>","<S sid=""156"" ssid=""28"">As noted in Section 1, our code finds the longest matching entry wnf for query p(wn|s(wn&#8722;1 f ) The probability p(wn|wn&#8722;1 f ) is stored with wnf and the backoffs are immediately accessible in the provided state s(wn&#8722;1 When our code walks the data structure to find wnf , it visits wnn, wnn&#8722;1, ... , wnf .</S>",W11-2123.csv
20,"Heafield, 2011",0,0,"For the language model, we used the KenLM toolkit (Heafield, 2011) to create a 5-gram language model on the target side of the Europarl corpus (v7) with approximately 54M tokens with KneserNey smoothing",P13-1109,Method_Citation,W11-2123,'150',"<S sid=""150"" ssid=""22"">Section 4.1 explained that state s is stored by applications with partial hypotheses to determine when they can be recombined.</S>","<S sid=""150"" ssid=""22"">Section 4.1 explained that state s is stored by applications with partial hypotheses to determine when they can be recombined.</S>",W11-2123.csv
