System_Name,Filename,Precision_Task_1a,Recall_Task_1a,F1_Score_Task_1a,Precision_Task_1b,Recall_Task_1b,F1_Score_Task_1b
System16$Default,C00-2123,0.0,0.0,NA,NA,0.0,NA
System16$Default,N06-2049,0.11320754716981132,0.17142857142857143,0.13636363636363635,1.0,0.2,0.33333333333333337
System16$Default,C04-1089,0.0967741935483871,0.15789473684210525,0.12000000000000001,0.5,0.04,0.07407407407407407
System16$Default,P05-1053,0.06818181818181818,0.10227272727272728,0.08181818181818182,0.6363636363636364,0.0958904109589041,0.16666666666666663
System16$Default,W03-0410,0.08620689655172414,0.1724137931034483,0.1149425287356322,0.6,0.12,0.19999999999999998
System16$Default,J96-3004,0.06862745098039216,0.06422018348623854,0.06635071090047394,1.0,0.07042253521126761,0.13157894736842107
System16$Default,I05-5011,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.5,0.13333333333333333,0.2105263157894737
System16$Default,P98-1046,0.08450704225352113,0.17647058823529413,0.11428571428571428,0.16666666666666666,0.03125,0.05263157894736842
System5$Default,P05-1004,0.0,0.0,NA,NA,0.0,NA
System5$Default,P98-2143,0.06153846153846154,0.043010752688172046,0.05063291139240507,0.8,0.06060606060606061,0.11267605633802819
System5$Default,C00-2123,0.0,0.0,NA,NA,0.0,NA
System5$Default,N06-2049,0.0,0.0,NA,NA,0.0,NA
System5$Default,C04-1089,0.05555555555555555,0.05263157894736842,0.05405405405405406,1.0,0.04,0.07692307692307693
System5$Default,P05-1053,0.025,0.022727272727272728,0.02380952380952381,0.25,0.0136986301369863,0.025974025974025972
System5$Default,W03-0410,0.11538461538461539,0.10344827586206896,0.10909090909090909,1.0,0.12,0.21428571428571425
System5$Default,J96-3004,0.04819277108433735,0.03669724770642202,0.04166666666666667,0.75,0.04225352112676056,0.08
System5$Default,I05-5011,0.08695652173913043,0.06060606060606061,0.07142857142857144,0.2,0.03333333333333333,0.05714285714285715
System5$Default,P98-1046,0.030303030303030304,0.029411764705882353,0.02985074626865672,0.3333333333333333,0.03125,0.05714285714285714
System6$Default,P05-1004,0.045454545454545456,0.07142857142857142,0.05555555555555555,0.0,0.0,NA
System6$Default,P98-2143,0.09090909090909091,0.10752688172043011,0.09852216748768473,0.0,0.0,NA
System6$Default,C00-2123,0.09375,0.125,0.10714285714285714,0.0,0.0,NA
System6$Default,N06-2049,0.09090909090909091,0.08571428571428572,0.08823529411764705,0.0,0.0,NA
System6$Default,C04-1089,0.041666666666666664,0.05263157894736842,0.04651162790697675,0.0,0.0,NA
System6$Default,P05-1053,0.12149532710280374,0.14772727272727273,0.13333333333333333,0.0,0.0,NA
System6$Default,W03-0410,0.07142857142857142,0.10344827586206896,0.08450704225352113,0.0,0.0,NA
System6$Default,J96-3004,0.03333333333333333,0.03669724770642202,0.03493449781659389,0.0,0.0,NA
System6$Default,I05-5011,0.22857142857142856,0.24242424242424243,0.23529411764705885,0.0,0.0,NA
System6$Default,P98-1046,0.10204081632653061,0.14705882352941177,0.12048192771084339,0.0,0.0,NA
System8$Fusion Method,P05-1004,0.16071428571428573,0.6428571428571429,0.2571428571428572,0.6923076923076923,0.6428571428571429,0.6666666666666666
System8$Fusion Method,P98-2143,0.06779661016949153,0.17204301075268819,0.0972644376899696,0.4642857142857143,0.19696969696969696,0.2765957446808511
System8$Fusion Method,C00-2123,0.025,0.08333333333333333,0.03846153846153846,0.6666666666666666,0.09090909090909091,0.16
System8$Fusion Method,N06-2049,0.11363636363636363,0.2857142857142857,0.16260162601626016,0.5833333333333334,0.28,0.3783783783783784
System8$Fusion Method,C04-1089,0.08823529411764706,0.3157894736842105,0.13793103448275862,0.8333333333333334,0.2,0.3225806451612903
System8$Fusion Method,P05-1053,0.06785714285714285,0.2159090909090909,0.10326086956521738,0.4,0.136986301369863,0.2040816326530612
System8$Fusion Method,W03-0410,0.09375,0.3103448275862069,0.14400000000000002,0.375,0.24,0.2926829268292683
System8$Fusion Method,J96-3004,0.10507246376811594,0.26605504587155965,0.15064935064935064,0.5294117647058824,0.2535211267605634,0.34285714285714286
System8$Fusion Method,I05-5011,0.06521739130434782,0.18181818181818182,0.09599999999999999,0.4,0.13333333333333333,0.2
System8$Fusion Method,P98-1046,0.04032258064516129,0.14705882352941177,0.06329113924050633,0.375,0.09375,0.15
System8$Jaccard Cascade Method,P05-1004,0.08928571428571429,0.35714285714285715,0.14285714285714285,0.8333333333333334,0.35714285714285715,0.5
System8$Jaccard Cascade Method,P98-2143,0.07203389830508475,0.1827956989247312,0.10334346504559272,0.6190476190476191,0.19696969696969696,0.29885057471264365
System8$Jaccard Cascade Method,C00-2123,0.025,0.08333333333333333,0.03846153846153846,0.6666666666666666,0.09090909090909091,0.16
System8$Jaccard Cascade Method,N06-2049,0.07954545454545454,0.2,0.11382113821138212,0.7142857142857143,0.2,0.3125
System8$Jaccard Cascade Method,C04-1089,0.04411764705882353,0.15789473684210525,0.06896551724137931,1.0,0.12,0.21428571428571425
System8$Jaccard Cascade Method,P05-1053,0.05357142857142857,0.17045454545454544,0.08152173913043478,0.38095238095238093,0.1095890410958904,0.1702127659574468
System8$Jaccard Cascade Method,W03-0410,0.07291666666666667,0.2413793103448276,0.11200000000000002,0.38461538461538464,0.2,0.2631578947368421
System8$Jaccard Cascade Method,J96-3004,0.08333333333333333,0.21100917431192662,0.11948051948051948,0.6666666666666666,0.22535211267605634,0.3368421052631579
System8$Jaccard Cascade Method,I05-5011,0.08695652173913043,0.24242424242424243,0.128,0.46153846153846156,0.2,0.27906976744186046
System8$Jaccard Cascade Method,P98-1046,0.03225806451612903,0.11764705882352941,0.05063291139240506,0.14285714285714285,0.03125,0.05128205128205128
System8$Jaccard Focused Method,P05-1004,0.16071428571428573,0.6428571428571429,0.2571428571428572,0.75,0.6428571428571429,0.6923076923076924
System8$Jaccard Focused Method,P98-2143,0.06779661016949153,0.17204301075268819,0.0972644376899696,0.5652173913043478,0.19696969696969696,0.29213483146067415
System8$Jaccard Focused Method,C00-2123,0.025,0.08333333333333333,0.03846153846153846,0.6666666666666666,0.09090909090909091,0.16
System8$Jaccard Focused Method,N06-2049,0.11363636363636363,0.2857142857142857,0.16260162601626016,0.6666666666666666,0.32,0.43243243243243246
System8$Jaccard Focused Method,C04-1089,0.08823529411764706,0.3157894736842105,0.13793103448275862,0.8333333333333334,0.2,0.3225806451612903
System8$Jaccard Focused Method,P05-1053,0.06785714285714285,0.2159090909090909,0.10326086956521738,0.38461538461538464,0.136986301369863,0.202020202020202
System8$Jaccard Focused Method,W03-0410,0.09375,0.3103448275862069,0.14400000000000002,0.5454545454545454,0.24,0.3333333333333333
System8$Jaccard Focused Method,J96-3004,0.10507246376811594,0.26605504587155965,0.15064935064935064,0.5806451612903226,0.2535211267605634,0.35294117647058826
System8$Jaccard Focused Method,I05-5011,0.06521739130434782,0.18181818181818182,0.09599999999999999,0.4444444444444444,0.13333333333333333,0.20512820512820512
System8$Jaccard Focused Method,P98-1046,0.04032258064516129,0.14705882352941177,0.06329113924050633,0.375,0.09375,0.15
System8$SVM Method,P05-1004,0.02857142857142857,0.14285714285714285,0.04761904761904761,0.5,0.14285714285714285,0.22222222222222224
System8$SVM Method,P98-2143,0.01694915254237288,0.053763440860215055,0.02577319587628866,0.4,0.06060606060606061,0.10526315789473685
System8$SVM Method,C00-2123,0.03,0.125,0.04838709677419355,0.6666666666666666,0.09090909090909091,0.16
System8$SVM Method,N06-2049,0.03636363636363636,0.11428571428571428,0.05517241379310345,1.0,0.16,0.2758620689655173
System8$SVM Method,C04-1089,0.023529411764705882,0.10526315789473684,0.03846153846153846,0.5,0.04,0.07407407407407407
System8$SVM Method,P05-1053,0.022857142857142857,0.09090909090909091,0.0365296803652968,0.5833333333333334,0.0958904109589041,0.16470588235294117
System8$SVM Method,W03-0410,0.03333333333333333,0.13793103448275862,0.053691275167785234,0.3333333333333333,0.12,0.1764705882352941
System8$SVM Method,J96-3004,0.02318840579710145,0.07339449541284404,0.03524229074889868,0.5,0.08450704225352113,0.14457831325301204
System8$SVM Method,I05-5011,0.06956521739130435,0.24242424242424243,0.10810810810810813,0.6363636363636364,0.23333333333333334,0.34146341463414637
System8$SVM Method,P98-1046,0.012903225806451613,0.058823529411764705,0.021164021164021163,0.5,0.03125,0.058823529411764705
System8$Voting Method1,P05-1004,0.16071428571428573,0.6428571428571429,0.2571428571428572,0.6923076923076923,0.6428571428571429,0.6666666666666666
System8$Voting Method1,P98-2143,0.0635593220338983,0.16129032258064516,0.0911854103343465,0.5217391304347826,0.18181818181818182,0.2696629213483146
System8$Voting Method1,C00-2123,0.025,0.08333333333333333,0.03846153846153846,1.0,0.09090909090909091,0.16666666666666669
System8$Voting Method1,N06-2049,0.10227272727272728,0.2571428571428571,0.14634146341463414,0.7272727272727273,0.32,0.4444444444444444
System8$Voting Method1,C04-1089,0.058823529411764705,0.21052631578947367,0.09195402298850575,0.6,0.12,0.19999999999999998
System8$Voting Method1,P05-1053,0.07142857142857142,0.22727272727272727,0.10869565217391304,0.5416666666666666,0.1780821917808219,0.26804123711340205
System8$Voting Method1,W03-0410,0.07291666666666667,0.2413793103448276,0.11200000000000002,0.36363636363636365,0.16,0.2222222222222222
System8$Voting Method1,J96-3004,0.10507246376811594,0.26605504587155965,0.15064935064935064,0.47058823529411764,0.22535211267605634,0.30476190476190473
System8$Voting Method1,I05-5011,0.05434782608695652,0.15151515151515152,0.08,0.4,0.13333333333333333,0.2
System8$Voting Method1,P98-1046,0.04838709677419355,0.17647058823529413,0.0759493670886076,0.4,0.125,0.19047619047619047
System8$Voting Method2,P05-1004,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.8888888888888888,0.5714285714285714,0.6956521739130435
System8$Voting Method2,P98-2143,0.05084745762711865,0.12903225806451613,0.07294832826747721,0.5555555555555556,0.15151515151515152,0.2380952380952381
System8$Voting Method2,C00-2123,0.0125,0.041666666666666664,0.01923076923076923,1.0,0.045454545454545456,0.08695652173913045
System8$Voting Method2,N06-2049,0.06818181818181818,0.17142857142857143,0.09756097560975609,0.75,0.24,0.36363636363636365
System8$Voting Method2,C04-1089,0.058823529411764705,0.21052631578947367,0.09195402298850575,0.6,0.12,0.19999999999999998
System8$Voting Method2,P05-1053,0.06785714285714285,0.2159090909090909,0.10326086956521738,0.4166666666666667,0.136986301369863,0.2061855670103093
System8$Voting Method2,W03-0410,0.08333333333333333,0.27586206896551724,0.128,0.3333333333333333,0.16,0.21621621621621623
System8$Voting Method2,J96-3004,0.12681159420289856,0.3211009174311927,0.18181818181818182,0.5263157894736842,0.28169014084507044,0.3669724770642202
System8$Voting Method2,I05-5011,0.05434782608695652,0.15151515151515152,0.08,0.4,0.13333333333333333,0.2
System8$Voting Method2,P98-1046,0.04032258064516129,0.14705882352941177,0.06329113924050633,0.5,0.09375,0.15789473684210525
System9$modified-tsr,P05-1004,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,NA
System9$modified-tsr,P98-2143,0.11475409836065574,0.07526881720430108,0.09090909090909091,0.0,0.0,NA
System9$modified-tsr,C00-2123,0.0,0.0,NA,NA,0.0,NA
System9$modified-tsr,N06-2049,0.045454545454545456,0.02857142857142857,0.03508771929824561,0.0,0.0,NA
System9$modified-tsr,C04-1089,0.041666666666666664,0.05263157894736842,0.04651162790697675,0.0,0.0,NA
System9$modified-tsr,P05-1053,0.028985507246376812,0.022727272727272728,0.025477707006369428,0.0,0.0,NA
System9$modified-tsr,W03-0410,0.037037037037037035,0.034482758620689655,0.03571428571428571,0.0,0.0,NA
System9$modified-tsr,J96-3004,0.02,0.01834862385321101,0.019138755980861243,0.0,0.0,NA
System9$modified-tsr,I05-5011,0.043478260869565216,0.030303030303030304,0.03571428571428572,0.0,0.0,NA
System9$modified-tsr,P98-1046,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,P05-1004,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,P98-2143,0.05,0.021505376344086023,0.03007518796992482,0.0,0.0,NA
System9$sect-class-tsr,C00-2123,0.06666666666666667,0.041666666666666664,0.05128205128205127,0.0,0.0,NA
System9$sect-class-tsr,N06-2049,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,C04-1089,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,P05-1053,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,W03-0410,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,J96-3004,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,I05-5011,0.0,0.0,NA,NA,0.0,NA
System9$sect-class-tsr,P98-1046,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,P05-1004,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,P98-2143,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,C00-2123,0.06666666666666667,0.041666666666666664,0.05128205128205127,0.0,0.0,NA
System9$tsr-sent-class,N06-2049,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,C04-1089,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,P05-1053,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,W03-0410,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,J96-3004,0.0,0.0,NA,NA,0.0,NA
System9$tsr-sent-class,I05-5011,0.05555555555555555,0.030303030303030304,0.0392156862745098,0.0,0.0,NA
System9$tsr-sent-class,P98-1046,0.0,0.0,NA,NA,0.0,NA
