Citance Number: 1 | Reference Article:   P98-1046.xml | Citing Article:  A00-2034.xml | Citation Marker Offset:  ['36','37'] | Citation Marker:  Dang et al, 1998 | Citation Offset:  ['36','37'] | Citation Text:  <S sid ="36" ssid = "22">Levin&apos;s classification has been extended by other NLP researchers (Dorr and Jones, 1996; Dang et al., </S><S sid ="37" ssid = "23">1998).</S> | Reference Offset:  ['47'] | Reference Text:  <S sid ="47" ssid = "1">We augmented the existing database of Levin semantic classes with a set of intersective classes, which were created by grouping to­ gether subsets of existing classes with over­ lapping members.</S> | Discourse Facet:  Method_Citation | Annotator:  Ankita Patel |
Citance Number: 5 | Reference Article:   P98-1046.xml | Citing Article:  C08-1002.xml | Citation Marker Offset:  ['46'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['46'] | Citation Text:  <S sid ="46" ssid = "4">VN is built on a refinement of the Levin classes, the intersective Levin classes (Dang et al., 1998), aimed at achieving more coherent classes both semantically and syntactically.</S> | Reference Offset:  ['4'] | Reference Text:  <S sid ="4" ssid = "4">We present a refinement of Levin classes, intersecÂ­ tive sets, which are a more fine-grained clasÂ­ sification and have more coherent sets of synÂ­ tactic frames and associated semantic compoÂ­ nents.</S> | Discourse Facet:  Results_Citation | Annotator:  Ankita Patel |


Citance Number: 6 | Reference Article:   P98-1046.xml | Citing Article:  C10-1081.xml | Citation Marker Offset:  ['164'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['163','164','165'] | Citation Text:  <S sid ="163" ssid = "20">One way to alleviate this problem is to make features based on verb classes.</S><S sid ="164" ssid = "21">We first tried using the verb classes in VerbNet (Dang et al., 1998).</S><S sid ="165" ssid = "22">Unfortunately, VerbNet only covers about 34% of the verb tokens in our training corpus, and does not improve the systemâ€™s performance.</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 7 | Reference Article:   P98-1046.xml | Citing Article:  E99-1007.xml | Citation Marker Offset:  ['17'] | Citation Marker:  Dang eta!., 1998 | Citation Offset:  ['17'] | Citation Text:  <S sid ="17" ssid = "4">Manual classificaÂ­ tion of large numbers of verbs is a difficult and resource intensive task (Levin, 1993; Miller et a!., 1990; Dang eta!., 1998).</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 8 | Reference Article:   P98-1046.xml | Citing Article:  H01-1010.xml | Citation Marker Offset:  ['25'] | Citation Marker:  Dang, et al, 98 | Citation Offset:  ['25'] | Citation Text:  <S sid ="25" ssid = "12">This lexicon exploits the systematic link between syntax and semantics that motivates the Levin classes, and thus provides a clear and regular association between syntactic and semantic properties of verbs and verb classes, [Dang, et al, 98, 00, Kipper, et al. 00].</S> | Reference Offset:  ['40'] | Reference Text:  <S sid ="40" ssid = "21">However, it would be useful for the WordNet senses to have access to the detailed syntactic information that the Levin classes contain, and it would be equally useful to have more guidance as to when membership in a Levin class does in fact indicate shared seman­ tic components.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel |


Citance Number: 9 | Reference Article:   P98-1046.xml | Citing Article:  J01-3003.xml | Citation Marker Offset:  ['660'] | Citation Marker:  1998 | Citation Offset:  ['660'] | Citation Text:  <S sid ="660" ssid = "3">We think that many cases of ambiguÂ­ ous classification of the lexical entry for a verb can be addressed with the notion of intersective sets introduced by Dang et al.</S><S sid ="661" ssid = "4">(1998).</S> | Reference Offset:  ['38','47'] | Reference Text:  <S sid ="38" ssid = "19">2.1 Ambiguities in Levin classes.</S><S sid ="47" ssid = "1">We augmented the existing database of Levin semantic classes with a set of intersective classes, which were created by grouping to­ gether subsets of existing classes with over­ lapping members.</S> | Discourse Facet:  Method_Citation | Annotator:  Ankita Patel |


Citance Number: 10 | Reference Article:   P98-1046.xml | Citing Article:  J04-1003.xml | Citation Marker Offset:  ['59'] | Citation Marker:  1998 | Citation Offset:  ['58','59'] | Citation Text:  <S sid ="58" ssid = "58">Palmer (2000) and Dang et al.</S><S sid ="59" ssid = "59">(1998) argue that syntactic frames and verb classes are useful for developing principled classifications of verbs.</S> | Reference Offset:  ['40'] | Reference Text:  <S sid ="40" ssid = "21">However, it would be useful for the WordNet senses to have access to the detailed syntactic information that the Levin classes contain, and it would be equally useful to have more guidance as to when membership in a Levin class does in fact indicate shared seman­ tic components.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel |


Citance Number: 11 | Reference Article:   P98-1046.xml | Citing Article:  J04-1003.xml | Citation Marker Offset:  ['436'] | Citation Marker:  Dang et al. 1998 | Citation Offset:  ['436'] | Citation Text:  <S sid ="436" ssid = "1">Levinâ€™s (1993) seminal study on diathesis alternations and verb semantic classes has recently influenced work in dictionary creation (Dorr 1997; Dang et al. 1998; Dorr and Jones 1996)</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 12 | Reference Article:   P98-1046.xml | Citing Article:  J05-1004.xml | Citation Marker Offset:  ['68'] | Citation Marker:  Dang et al. 1998 | Citation Offset:  ['68'] | Citation Text:  <S sid ="68" ssid = "20">In many cases, the additional information that VerbNet provides for each class has caused it to subdivide, or use intersections of, Levinâ€™s original classes, adding an additional level to the hierarchy (Dang et al. 1998).</S> | Reference Offset:  ['65'] | Reference Text:  <S sid ="65" ssid = "19">Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel |


Citance Number: 13 | Reference Article:   P98-1046.xml | Citing Article:  N01-1012.xml | Citation Marker Offset:  ['208'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['208'] | Citation Text:  <S sid ="208" ssid = "1">Besides the obvious influence of WordNet, this work is very much related to Palmer&amp;apos;s VerbNet project (Dang et al., 1998), and has benefited from (Levin, 1993) and (Pritchett, 1992).</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel | 


Citance Number: 14 | Reference Article:   P98-1046.xml | Citing Article:  N09-1057.xml | Citation Marker Offset:  ['30'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['30'] | Citation Text:  <S sid ="30" ssid = "11">participants â€” causation, change of state, and others â€” are central not only in theoretical work on lexical semantics, but in computational approaches to the lexicon, as well (e.g.</S><S sid ="31" ssid = "12">(Pustejovsky, 1991; Dorr, 1993; Wu and Palmer, 1994; Dang et al., 1998)).</S> | Reference Offset:  ['70','94'] | Reference Text:  <S sid ="70" ssid = "24">The ad­ junction of the apart adverb adds a change of state semantic component with respect to the object which is not present otherwise.</S><S sid ="94" ssid = "8">The carry verbs that are not in the intersective class (carry, drag, haul, heft, hoist, lug, tote, tow) are more &quot;pure&quot; examples of the carry class and always imply the achievement of causation of motion.</S><S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Implication_Citation | Annotator:  Ankita Patel |


Citance Number: 15 | Reference Article:   P98-1046.xml | Citing Article:  P03-1009.xml | Citation Marker Offset:  ['6'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['5','6'] | Citation Text:  <S sid ="5" ssid = "5">Classifications which aim to capture the close relation between the syntax and semantics of verbs have attracted a considerable research interest in both linguistics and computational linguistics (e.g.</S><S sid ="6" ssid = "6">(Jack- endoff, 1990; Levin, 1993; Pinker, 1989; Dang et al., 1998; Dorr, 1997; Merlo and Stevenson, 2001)).</S> | Reference Offset:  ['28'] | Reference Text:  <S sid ="28" ssid = "9">The fundamental assumption is that the syntactic frames are a direct reflection of the un­ derlying semantics.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel | 


Citance Number: 16 | Reference Article:   P98-1046.xml | Citing Article:  P04-1046.xml | Citation Marker Offset:  ['183'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['183'] | Citation Text:  <S sid ="183" ssid = "2">In computational linguistics, the VerbNet project (Dang et al., 1998) and Framenet (www.icsi.berkeley.edu/ framen,a) (Fillmore et al., 2003) bear relation to this work.</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 17 | Reference Article:   P98-1046.xml | Citing Article:  P06-1117.xml | Citation Marker Offset:  ['21'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['21'] | Citation Text:  <S sid ="21" ssid = "21">A very good candidate seems to be the Intersective Levin class (ILC) (Dang et al., 1998) that can be found as well in other predicate resources like PB and VerbNet (VN) (Kipper et al., 2000).</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 18 | Reference Article:   P98-1046.xml | Citing Article:  P06-1117.xml | Citation Marker Offset:  ['78'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['78'] | Citation Text:  <S sid ="78" ssid = "19">This constraint of having the same semantic roles is further ensured inside the VN lexicon which is constructed based on a more refined version of the Levinâ€™s classification, called Intersective Levin classes (ILCs) (Dang et al., 1998).</S> | Reference Offset:  ['47'] | Reference Text:  <S sid ="47" ssid = "1">We augmented the existing database of Levin semantic classes with a set of intersective classes, which were created by grouping to­ gether subsets of existing classes with over­ lapping members.</S> | Discourse Facet:  Method_Citation | Annotator:  Ankita Patel | 


Citance Number: 19 | Reference Article:   P98-1046.xml | Citing Article:  P13-3009.xml | Citation Marker Offset:  ['147','148'] | Citation Marker:  Dang et. al, 1998 | Citation Offset:  ['147','148','149'] | Citation Text:  <S sid ="147" ssid = "10">For English verbs, the entire verb list (3750) enlisted by Levin (Levin, 1993) including extensions (Dang et.</S><S sid ="148" ssid = "11">al, 1998; Kipper et.</S><S sid ="149" ssid = "12">al, 2006; Korhonen and Briscoe, 2004) was classified according to the new classification.</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel | 


Citance Number: 20 | Reference Article:   P98-1046.xml | Citing Article:  P99-1051.xml | Citation Marker Offset:  ['22'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['22'] | Citation Text:  <S sid ="22" ssid = "22">Levin&apos;s study on diathesis alternations has influenced recent work on word sense disamÂ­ biguation (Dorr and Jones, 1996), machine translaÂ­ tion (Dang et al., 1998), and automatic lexical acÂ­ quisition (McCarthy and Korhonen, 1998; Schulte im Walde, 1998).</S> | Reference Offset:  ['164'] | Reference Text:  <S sid ="164" ssid = "9">First, since our experi­ ment was based on a translation from English to Portuguese</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel | 


Citance Number: 21 | Reference Article:   P98-1046.xml | Citing Article:  W00-0202.xml | Citation Marker Offset:  ['18'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['18'] | Citation Text:  <S sid ="18" ssid = "4">We created a hierarchy of actions, exploiting the idea that verbs can be represented in a lattice that allows semantically similar verbs, such as motion verbs or verbs of contact, to be closely associatedwith each other under a common parent that cap tures the properties these verbs all share (Dang et al., 1998).</S> | Reference Offset:  ['158'] | Reference Text:  <S sid ="158" ssid = "3">Intersective Levin sets partition these classes according to more coÂ­ herent subsets of features (force, force+motion, force+separation), in effect highlighting a lattice of semantic features that determine the sense of a verb.</S> | Discourse Facet:  Implication_Citation | Annotator:  Ankita Patel |


Citance Number: 22 | Reference Article:   P98-1046.xml | Citing Article:  W02-1108.xml | Citation Marker Offset:  ['18'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['18'] | Citation Text:  <S sid ="18" ssid = "18">Manual classification of verbs to semanticclasses yields accurate results but is time con suming (Levin, 1993; Dang et al., 1998).</S> | Reference Offset:  ['62'] | Reference Text:  <S sid ="62" ssid = "16">A verb was assigned membership in an intersective class if it was listed in each of the existing classes that were combined to form the new intersective class.</S> | Discourse Facet:  Method_Citation | Annotator:  Ankita Patel |


Citance Number: 23 | Reference Article:   P98-1046.xml | Citing Article:  W02-1108.xml | Citation Marker Offset:  ['49'] | Citation Marker:  1998 | Citation Offset:  ['48','49'] | Citation Text:  <S sid ="48" ssid = "8">Dang et al.</S><S sid ="49" ssid = "9">(1998), for example, have refined the current classification by creating intersective classes for those verbs which share membership of more than one Levin class.</S> | Reference Offset:  ['65'] | Reference Text: <S sid ="65" ssid = "19">Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel |


Citance Number: 24 | Reference Article:   P98-1046.xml | Citing Article:  W03-0910.xml | Citation Marker Offset:  ['8'] | Citation Marker:  Dang et al 1998 | Citation Offset:  ['8'] | Citation Text:  <S sid ="8" ssid = "4">This reorganization which was facilitated by the use of inter- sective Levin classes (Dang et al 1998) refined the classes to account for semantic and syntactic differences within a class</S> | Reference Offset:  ['4'] | Reference Text:  <S sid ="4" ssid = "4">We present a refinement of Levin classes, intersecÂ­ tive sets, which are a more fine-grained clasÂ­ sification and have more coherent sets of synÂ­ tactic frames and associated semantic compoÂ­ nents.</S> | Discourse Facet:  Method_Citation | Annotator:  Ankita Patel |


Citance Number: 25 | Reference Article:   P98-1046.xml | Citing Article:  W04-2606.xml | Citation Marker Offset:  ['7'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['7'] | Citation Text:  <S sid ="7" ssid = "7">Lexical-semantic classes which aim to capture the close relationship between the syntax and semantics of verbs have attracted considerable interest in both linguistics and computational linguistics (e.g.</S><S sid ="8" ssid = "8">(Pinker, 1989; Jackendoff, 1990; Levin, 1993; Dorr, 1997; Dang et al., 1998; Merlo and Stevenson, 2001)).</S> | Reference Offset:  ['28'] | Reference Text:  <S sid ="28" ssid = "9">The fundamental assumption is that the syntactic frames are a direct reflection of the un­ derlying semantics.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel | 


Citance Number: 26 | Reference Article:   P98-1046.xml | Citing Article:  W06-2611.xml | Citation Marker Offset:  ['21'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['21'] | Citation Text:  <S sid ="21" ssid = "21">A very good candidate seems to be the Intersective Levin classes (Dang et al., 1998) that can be found as well in other predicate resources like PropBank and VerbNet (Kipper et al., 2000).</S> | Reference Offset:  [0] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 27 | Reference Article:   P98-1046.xml | Citing Article:  W06-2611.xml | Citation Marker Offset:  ['83'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['83'] | Citation Text:  <S sid ="83" ssid = "19">This constraint of having the same semantic roles is further ensured inside the VerbNet lexi con that is constructed based on a more refined version of the Levin classification called Inter- sective Levin classes (Dang et al., 1998).</S> | Reference Offset:  ['65'] | Reference Text: <S sid ="65" ssid = "19">Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel |


Citance Number: 28 | Reference Article:   P98-1046.xml | Citing Article:  W11-0910.xml | Citation Marker Offset:  ['59'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['59'] | Citation Text:  <S sid ="59" ssid = "32">Complicating the issue is the phenomenon of regular sense extensions (Dang et al., 1998), where what once may have been coercion has become entrenched and is now seen as a different sense of the verb.</S> | Reference Offset:  ['0'] | Reference Text:  <S sid="0">Investigating regular sense extensions based on intersective Levin classes</S> | Discourse Facet:  Aim_Citation | Annotator:  Ankita Patel |


Citance Number: 29 | Reference Article:   P98-1046.xml | Citing Article:  W99-0503.xml | Citation Marker Offset:  ['7'] | Citation Marker:  Dang et al , 1998 | Citation Offset:  ['6','7'] | Citation Text:  <S sid ="6" ssid = "2">In explormg these quest1ons, we focus on verb clasÂ­ Sificatwn for several reasons Verbs are very ImporÂ­ tant sources of knowledge m many language eng1neermg tasks, and the relat10nsh1ps among verbs apÂ­ pear to play a maJor role m the orgamzatwn and use of this knowledge h.nowledge about verb classe 1s cruc1al for lexical acqu1srt10n m support of language generatiOn and machme translatiOn (Dorr, 1997) and document clC!bsrficatwn (Klavans and Kan, 1998), :yet manual class1ficatwn of large numbers of verb&apos;S 1s a d1fficult and resource mtens1ve task (Levm, 1993 MJ!ler et a!</S><S sid ="7" ssid = "3">, 1990, Dang et al , 1998)</S> | Reference Offset:  ['3'] | Reference Text:  <S sid ="3" ssid = "3">Current approaches to English classifica­ tion, Levin classes and WordNet, have limita­ tions in their applicability that impede their utility as general classification schemes.</S> | Discourse Facet:  Implication_Citation | Annotator:  Ankita Patel |


Citance Number: 30 | Reference Article:   P98-1046.xml | Citing Article:  W99-0632.xml | Citation Marker Offset:  ['46'] | Citation Marker:  1998 | Citation Offset:  ['45','46'] | Citation Text:  <S sid ="45" ssid = "16">Palmer (1999) and Dang et a!.</S><S sid ="46" ssid = "17">(1998) argue that the use of syntactic frames and verb classes can simÂ­ plify the definition of different verb senses.</S> | Reference Offset:  ['65'] | Reference Text: <S sid ="65" ssid = "19">Some of the large Levin classes comprise verbs that exhibit a wide range of possible semantic components, and could be divided into smaller subclasses.</S> | Discourse Facet:  Hypothesis_Citation | Annotator:  Ankita Patel |


Citance Number: 31 | Reference Article:   P98-1046.xml | Citing Article:  W99-0632.xml | Citation Marker Offset:  ['203'] | Citation Marker:  Dang et al., 1998 | Citation Offset:  ['203'] | Citation Text:  <S sid ="203" ssid = "23">We also plan to experiment with different classification schemes for verb semantics such as WordNet (Miller et al., 1990) and intersective Levin classes (Dang et al., 1998).</S> | Reference Offset:  ['20'] | Reference Text:  <S sid ="20" ssid = "1">Two current approaches to English verb classiÂ­ fications are WordNet (Miller et al., 1990) and Levin classes (Levin, 1993).</S> | Discourse Facet:  Method_Citation | Annotator:  Ankita Patel |
